name,website_link,reservation_link
Bonus Room,https://www.facebook.com/bonusroombar/,Not found
Evil Twin Brewing NYC,Not found,Not found
Kafe,Not found,Not found
Island Oyster,https://crewny.com/island-oyster,https://resy.com/cities/ny/island-oyster
Pilot,https://crewny.com/pilot,https://crewny.com/pilot
Iris Café,Not found,Not found
Lantern,http://www.iroquoisny.com/lanternskeep,Not found
Felice Montague,https://www.felicerestaurants.com/felice-montague/,https://www.felicerestaurants.com/felice-montague/
Mad For Chicken Brooklyn Heights,http://order.madforchicken.com/,Not found
L’Apéro by 4F,Not found,Not found
Custom House,http://thecustomhousenyc.com/,Not found
House Bar,Not found,Not found
Pollo D'Oro,http://www.pollodorobk.com/,https://www.opentable.com/restaurant/profile/1041520?ref=1068
Vine Bar,Not found,Not found
Putnam's Pub & Cooker,http://www.putnamspub.com/,https://www.putnamspub.com/reservations/
Cardiff Giant,http://cardiffgiantny.com/,Not found
Bordello Cocktail Club,https://www.putnamspub.com/bordello/,Not found
Mr. Lee’s,,Not found
Soco,https://socobklyn.com/,https://www.opentable.com/restaurant/profile/63832?ref=1068
Petee's Café,Not found,Not found
Moot Bar,http://mootbar.com/,Not found
The Emerson,http://www.theemersonbar.com/,Not found
Cookie's,Not found,Not found
Korkscrew Bistro,https://www.toasttab.com/korkscrew-165-tompkins-avenue,https://resy.com/cities/ny/korkscrew-bistro
Marco's,https://www.instagram.com/marcosonbroadway/,Not found
Cafe Ornithology,https://www.ornithologyjazzclub.com/new-page,Not found
Ornithology Jazz Club,http://www.ornithologyjazzclub.com/,Not found
Artel Garden,,Not found
Santa Panza,https://www.santapanza.com/,https://resy.com/cities/ny/santa-panza
Lone Wolf,https://www.facebook.com/LWBarBK/,Not found
MAI TAIS TIKI BAR & KITCHEN,,Not found
Secret Pour,http://www.secretpour.com/,Not found
Sunrise/Sunset,Not found,Not found
Filthy Diamond,http://www.filthydiamondbk.com/,Not found
Phil’s,Not found,Not found
Doublé,Not found,Not found
Cafe Rum,Not found,Not found
Nowadays,http://nowadays.nyc/,https://resy.com/cities/ny/nowadays-ny
The Deep End,http://www.thedeepend.nyc/,Not found
pàn,Not found,Not found
Montero Bar & Grill,https://www.facebook.com/Monteros-Bar-125302204147658/,Not found
"Floyd, NY",http://floydny.com/,Not found
Henry Public,http://www.henrypublic.com/,http://henrypublic.com/
Elsa,http://www.elsabarnyc.com/,Not found
Colonie,http://www.colonienyc.com/,https://resy.com/cities/ny/colonie
Chez Moi,http://chezmoiny.com/,https://resy.com/cities/ny/chez-moi
Le Boudoir,http://www.boudoirbk.com/,https://resy.com/cities/ny/le-boudoir
Table 87,Not found,Not found
The Long Island Bar,http://thelongislandbar.com/,Not found
Bohemien Bar,http://bohemienbar.com/,https://www.bohemienbar.com/visit
PIPS,http://www.pipsbrooklyn.com/,https://resy.com/cities/ny/pips
Brado NYC Thin Crust Pizza,https://www.nycthincrust.com/location/brado-thin-crust/,https://resy.com/cities/ny/brado
O'Keefe's Bar & Grill,https://www.okeefesbarandgrill.com/,Not found
Sunken Harbor Club,http://www.sunkenharbor.club/,https://resy.com/cities/ny/the-sunken-harbor-club
Beer Barrel,Not found,Not found
Kimoto Rooftop Restaurant & Garden Lounge,http://www.kimotorooftop.com/,https://resy.com/cities/ny/kimoto-rooftop
Sound + Fury Brewery and Kitchen,http://www.soundandfurybrewing.com/,https://resy.com/cities/ny/Sound-and-Fury-Brewery-and-Kitchen
WXYZ Bar Aloft Brooklyn,Not found,Not found
Alamo Drafthouse Cinema Brooklyn,Not found,Not found
Han Dynasty Brooklyn,http://handynasty.net/brooklyn/,https://resy.com/cities/ny/han-dynasty-delkab-market
Jefe Tacos,http://www.eatjefetacos.com/,Not found
Sixpoint Brewery at City Point,https://taprooms.sixpoint.com/sixpoint-at-city-point-6553d83d14c1,Not found
Brooklyn Wine Cellar,http://downtownbrooklyn.com/listings/brooklyn-wine-cellar,Not found
House of Wax,https://drafthouse.com/nyc/theater-bar/downtown-brooklyn,Not found
Somethin' Else,http://www.somethinelsenyc.com/,Not found
wendi carpio,Not found,Not found
Rhodora Wine Bar,http://rhodorabk.com/,Not found
Brooklyn Music Kitchen,https://brooklynmusickitchen.com/,https://brooklynmusickitchen.com/reservations/
Social Cues Surreal,http://www.socialcues.com/,Not found
Baron's,Not found,Not found
Singers,Not found,Not found
Sugar Hill After Work,Not found,Not found
Papaya,Not found,Not found
Wonderville,Not found,Not found
The Buren,http://theburenbkny.com/,Not found
El Monumento,,Not found
The Broadway,Not found,Not found
Bar Cornelia,,Not found
Halsey Ale House,,Not found
Witching Hour,https://witchinghourbk.com/,Not found
Little Eva's Beer Garden and Grill,https://www.littleevas.com/location/little-evas/,Not found
The Brazen Head,http://brazenheadbrooklyn.com/,Not found
Black Walnut,https://www.bw-bk.com/,Not found
Misdemeanor,Not found,Not found
Nu Bar & Lounge,,Not found
Débutea Brooklyn,Not found,Not found
Yard Bar,https://restaurant-bk.wixstudio.io/home-1,Not found
French Louie,http://frenchlouienyc.com/,https://resy.com/cities/ny/french-louie
Tipsy Grape,http://www.tipsygrapeny.com/,https://www.opentable.com/restaurant/profile/1286722?ref=1068
Bijan's,http://www.bijansbrooklyn.com/,https://www.opentable.com/restaurant/profile/147940?ref=1068
Grand Army,http://www.grandarmybar.com/,https://resy.com/cities/ny/grand-army
The Little Sweet Café,https://instagram.com/thelittlesweetcafe?igshid=YmMyMTA2M2Y=,Not found
Livingston Manor,http://www.livingstonmanorbk.com/,Not found
Golfzon Social - Brooklyn,https://www.golfzonsocial.com/,Not found
The Lobby at Ace Hotel Brooklyn,https://acehotel.com/brooklyn/food-drink/the-lobby/,Not found
Woodland,Not found,Not found
The Rockwell Place,http://therockwellplace.com/,Not found
Fulton Hall,https://fultonhall.com/,Not found
Walter's,Not found,Not found
Petit Paulette,http://www.petitpaulette.com/,https://www.petitpaulette.com/
Roman's,Not found,Not found
Colonia Verde,https://www.coloniaverdenyc.com/,http://coloniaverdenyc.com/#/reserve
Brooklyn Public House,http://www.brooklynpublic.com/,Not found
The Great Georgiana,http://www.thegreatgeorgiana.com/,Not found
Evelina,http://www.evelinabk.com/,https://resy.com/cities/ny/evelina
Dick and Jane’s,Not found,Not found
Heritage Wines,Not found,Not found
Luanne's Wild Ginger Fort Greene,https://www.luanneswildginger.com/,Not found
Guevara's Happy Hour,Not found,Not found
Peaches Grand,https://www.bcrestaurantgroup.com/location/peaches-grand/,Not found
Chilo's,Not found,Not found
SMYTH TAVERN,https://www.smythtavern.com/,https://resy.com/cities/ny/smyth-tavern
C'mon Everybody,http://www.cmoneverybody.com/,Not found
For All Things Good Bed-Stuy,http://forallthingsgoodbk.com/,Not found
The Swan,Not found,Not found
Bar Birba,http://barbirba.com/,https://www.opentable.com/restaurant/profile/1340680?ref=1068
Swell Dive,https://linktr.ee/Swelldivebk,Not found
Cpt. Dan's Good Time Tavern,https://www.captdansgoodtimetavern.com/,Not found
Paul's,Not found,Not found
Natural Blend,Not found,Not found
The Coyote Club,,Not found
Marian's Brooklyn,http://mariansbrooklyn.com/,Not found
Carrizal,http://www.carrizalrestaurant.com/,Not found
House Party Cafe & Lounge,https://www.instagram.com/housepartycafenyc/,Not found
Father Knows Best,Not found,Not found
Ilegal Taqueria,http://ilegaltaquerianyc.com/,Not found
Alma BK,https://www.almabk.com/,Not found
Mazzat,https://www.mazzatrestaurant.com/,Not found
The Hop Shop,Not found,Not found
B61 Bar,https://www.facebook.com/B61Bar/,Not found
Act One Bar and Restaurant,https://www.actonebklyn.com/,Not found
Kitchen at Cobble Hill,https://www.kitchenatcobblehill.com/,Not found
Lobo,http://lobonyc.com/,Not found
Awash,Not found,Not found
June,http://junebk.com/,https://resy.com/cities/ny/june-wine-bar
Congress Bar,https://www.congressbarbk.com/,Not found
Ghang Thai Kitchen,https://ghangthaikitchencourtst.dine.online/locations/810824?fulfillment=pickup,Not found
Boat,Not found,Not found
Black Forest Brooklyn - Smith Street,http://blackforestbrooklyn.com/,https://www.blackforestbrooklyn.com/
Wanisa Home Kitchen,https://www.wanisahomekitchen.com/,https://calendly.com/wanisa-home-kitchen/reservation
Mad For Chicken Cobble Hill,http://www.madforchicken.com/,Not found
Shan,http://shannyc.com/,https://www.opentable.com/r/shan-szechuan-reservations-brooklyn?restref=1291423&lang=en-US&ot_source=Restaurant%20website
Savelli,https://savellibrooklyn.com/,https://www.opentable.com/restaurant/profile/1071061?ref=1068
Bar Tabac,,https://resy.com/cities/ny/bar-tabac
Brooklyn Inn,http://www.facebook.com/the-Brooklyn-inn-146692843065,Not found
Café Kitsuné Boerum Hill,Not found,Not found
The Bar at Café Kitsuné,Not found,Not found
Someday Bar NYC,http://www.somedaybarnyc.com/,Not found
Anaïs,Not found,Not found
EastVille Comedy Club,http://eastvillecomedy.com/,Not found
Hollow Nickel,http://www.hollownickel.com/,Not found
The Little Pig,http://www.thelittlepigbk.com/,Not found
The Center for Fiction,http://www.centerforfiction.org/,Not found
baba cool fort greene,http://www.babacoolbk.com/,https://resy.com/cities/ny/baba-cool-fort-greene
Hops Hill At Atlantic,http://www.hops-hill.com/,Not found
DSK Brooklyn,http://dsk-brooklyn.com/,Not found
Habana Outpost,http://habanaoutpost.com/,Not found
Mo's Bar & Lounge,,Not found
Black Forest Brooklyn,Not found,http://www.blackforestbrooklyn.com/
Brooklyn Moon Cafe,https://www.facebook.com/BrooklynMoonCafe/,Not found
Fritz,https://www.fritznyc.com/,https://resy.com/cities/ny/fritz-cocktail-bar
FancyFree,https://fancyfreebk.com/,https://resy.com/cities/ny/fancyfree
Endswell,https://endswellbk.com/,https://www.endswellbk.com/rsvp
Mayflower,,Not found
Prima Brooklyn,http://www.primabrooklyn.com/,Not found
Place des Fêtes,http://www.pdfnyc.com/,https://resy.com/cities/ny/place-des-fetes
Izzy Rose,http://www.izzyrosebk.com/,Not found
Bar Laika by e-flux,http://laika.bar/,Not found
Commune Wine Bar,http://commune-nyc.com/,Not found
Commune Cafe + Wine Bar,http://commune-nyc.com/,Not found
Shirley's Lounge,Not found,Not found
The Holler,https://www.thehollernyc.com/,Not found
Do or Dive Bar,https://doordivebedstuy.com/,Not found
Dynaco,https://m.facebook.com/pages/Dynaco/717554158268699,Not found
Playground Coffee Shop,http://playgroundcoffeeshop.com/,Not found
Artshack Cafe/ Bar,https://www.artshackbrooklyn.org/cafe/cafe,Not found
Bar Camillo,http://www.barcamillo.com/,https://resy.com/cities/ny/bar-camillo
The Taco Bar,https://www.thetacobarbk.com/,Not found
Lucky's Cocktail Lounge,http://luckyscocktail.com/,https://www.opentable.com/restaurant/profile/1311442?ref=1068
Confessions Bar,,Not found
Brooklyn Putnam Armory,Not found,Not found
Bar Kam,Not found,Not found
Turtles all the way down,,Not found
Restaurante Bar Gil,Not found,Not found
Le Fatima,https://www.facebook.com/pages/Le-Fatima-Bar-Grill-Restaurant/151155342179999,Not found
Bleu Fin,https://bleu-fin.com/,https://www.bleu-fin.com/private-events
Gems Bar & Lounge,,Not found
Andalucia Grill & Bar Lounge,,Not found
The Steel Mill,http://www.steelmillbar.com/,Not found
The Evergreen,,Not found
Purgatory,http://www.purgatorybk.com/,Not found
Flying Lobster,,Not found
Brooklyn Farmacy & Soda Fountain,http://brooklynfarmacyandsodafountain.com/,Not found
Bar Bruno,http://www.barbrunonyc.com/,Not found
Marco Polo,Not found,https://resy.com/cities/ny/marco-polo-ristorante
Sociale,Not found,https://www.socialebk.com/reservations/
Enoteca,Not found,Not found
Clover Club,http://cloverclubny.com/,Not found
Zombie Hut,,Not found
Bar Great Harry,http://www.bargreatharry.com/,http://www.bargreatharry.com/contact/
Cubana Café,http://www.cubanacafebrooklyn.com/,Not found
Union Grounds,http://www.uniongroundsbk.com/,Not found
Wingbar,http://www.thewingbar.com/,Not found
Ruthie's,https://resy.com/cities/ny/ruthies,https://resy.com/cities/ny/ruthies
AMANO,http://www.amano-cafe.com/,https://www.opentable.com/restaurant/profile/1328464?ref=1068
Levant on Smith,http://www.levantonsmith.com/,https://www.opentable.com/restaurant/profile/1224880?ref=1068
Leyenda,Not found,Not found
Barely Disfigured,http://www.barelydisfigured.com/,Not found
Bee's Knees Provisions,http://www.beeskneesprovisions.com/,https://resy.com/cities/ny/bees-knees-provisions
Public Records,http://publicrecords.nyc/,https://resy.com/cities/ny/public-records
40/40 Club,Not found,Not found
The Simpson Restaurant and Bar,https://www.thesimpsonrestaurantbk.com/,https://www.opentable.com/restaurant/profile/1172638?ref=1068
Hanson Dry,,Not found
Belli Osteria,https://www.bellibrooklyn.com/home,https://resy.com/cities/ny/belli-osteria
Bar Francis,http://barfrancisnyc.com/,https://resy.com/cities/ny/bar-francis
921 Bar & Grill,,Not found
Famous Last Words,https://www.famouslastwordsbk.com/,Not found
Locanda Vini & Olii,http://www.locandany.com/,https://resy.com/cities/ny/locanda-vini-and-olii
Hops Hill,http://www.hops-hill.com/,Not found
Otway,http://otwaynyc.com/,https://resy.com/cities/ny/otway
Casanara,Not found,Not found
Fulton Grand,https://instagram.com/fultongrand?igshid=YmMyMTA2M2Y=,Not found
Hartley's,http://www.hartleysnyc.com/,Not found
Sweetbee,,Not found
Tip-Top Bar & Grill,https://www.facebook.com/tiptopbarandgrill/,Not found
The Franklin,https://instagram.com/thefranklinbk,Not found
Brooklyn House Of Comedy,Not found,Not found
Breuklyn Tequila & Taco Bar,http://www.breuklyntequila.com/,https://www.opentable.com/restaurant/profile/1267567?ref=1068
The Corners,Not found,Not found
Ursula Brooklyn,http://www.ursulabk.com/,https://resy.com/cities/ny/ursula-brooklyn
Lovers Rock,https://loversrocknyc.com/,Not found
Bed-Vyne Brew,http://www.bed-vyne.com/,Not found
Cocktail Bedstuy,http://cocktailbedstuy.com/,Not found
Barb’s,Not found,Not found
Zig Zag,https://instagram.com/zigzagbedstuy,Not found
Frog,https://instagram.com/frogwinebar?,Not found
LunÀtico,Not found,Not found
MackaTree,Not found,Not found
Rita & Maria,http://ritamariabk.com/,Not found
MAMA FOX,http://mamafoxbk.com/,https://resy.com/cities/ny/mama-fox
Trad Room,https://www.tradroombrooklyn.com/,https://resy.com/cities/ny/trad-room/
Trash Island,http://www.trashislandcoffee.com/,Not found
Therapy Wine Bar 2.0,https://www.therapywinebar.nyc/,Not found
"BarRoom, at Dick & Jane’s",http://www.dickandjanesbk.com/,https://resy.com/cities/ny/dick-and-janes-bar-room
Che,Not found,Not found
Sonora Restaurant & Bar,https://www.174barsonora.getsauce.com/,Not found
The Tiny Cupboard Comedy Club,https://thetinycupboard.com/,Not found
Salud Bar & Grill,http://www.saludbargrill.com/,Not found
Seaborne,,Not found
Pearl Street Caviar,http://www.pearlstreetcaviar.com/,https://www.exploretock.com/pearl-street-caviar/?utm_source=search&utm_medium=place-actions&utm_content=reservations&rwg_token=AJKvS9WW20lObK0e56R3bg3Jpr6eSe_vYTPERcMyrEJKxIpKeqxoHgysNj2TMvmeLpLi1wfL8RcsXQbFBfZcpy98-JzZprxINhGtsOs6zevM6crsd2Xd6dg%3D
Jalopy Theatre and School of Music,Not found,Not found
Jalopy Tavern,http://jalopytavern.biz/,Not found
Wraptor Restaurant Bar,https://www.wraptor.getsauce.com/,Not found
Brooklyn Social,http://www.brooklynsocialbar.com/,Not found
Fragole,http://www.fragoleny.com/,https://www.fragolenyc.com/
Gowanus Yacht Club,,Not found
Kittery,http://kittery.getsauce.com/,Not found
Liz's Book Bar,https://lizsbookbar.com/,Not found
Black Mountain Wine House,http://www.blkmtnwinehouse.com/,Not found
Evalyn's Tap House,http://www.evalynstaphouse.com/,https://resy.com/cities/ny/evalyns-taphouse
Threes Brewing Gowanus,https://shop.threesbrewing.com/pages/gowanus,https://www.threesbrewing.com/pages/private-parties-reservations
ZeroSpace,http://zerospace.co/,Not found
Alchemy,http://alchemybrooklyn.com/,Not found
Uncle Barry's,http://www.unclebarrys.com/,Not found
YAYOS LATIN CUISINE,,Not found
Fourth Avenue Pub,http://fourthavenuepub.com/,Not found
That Bar,Not found,Not found
North Pole Pub,https://www.facebook.com/North-Pole-Pub-815267808589444/timeline/?ref=page_internal,Not found
McMahon's Public House,,Not found
Honeycomb Hi-Fi Lounge,https://honeycombk.com/,Not found
Sweet Polly,http://www.sweetpollynyc.com/,https://resy.com/cities/ny/sweet-polly
Parashades,https://www.parashades.com/,Not found
Shaka Shaka Tiki,,Not found
"Thermostat Cafe, Bar & Tapas",http://www.thermostatcoffeebar.com/,Not found
BAR GOTO NIBAN,https://www.bargoto.com/,Not found
Beer Witch,https://www.beerwitchbrooklyn.com/,Not found
Charm Bar & Restaurant,https://charmbarrestaurant.com/,Not found
BierWax,http://www.bierwax.com/,https://forms.gle/kP8wiegLpzZssgmK9
Farm.One,Not found,https://www.exploretock.com/farmone/?utm_source=search&utm_medium=place-actions&utm_content=reservations&rwg_token=AJKvS9W5fGZWRiCrcqQhVTYy25AlumMdWN_t9lbo3iQbt_v3AX6V0rbC5citDHNSvXhNnZ0dZC2GNX_PayxFHWm0nbmvZjJQwBmj-3LtG0y1xdP1SaJSj2s%3D
Beer Street South,http://www.beerstreetny.com/,https://www.opentable.com/restaurant/profile/1270678?ref=1068
LaLou,http://laloubrooklyn.com/,https://resy.com/cities/ny/lalou
The Bilt Bar,,Not found
Kinanm Lounge,,Not found
Art Cafe + Bar,Not found,Not found
Blew Smoke,Not found,Not found
Socialites Lounge,https://www.instagram.com/socialitesbk/,Not found
Manado's Jazz Lounge,http://manados.net/,Not found
Leland Eating and Drinking House,https://lelandbrooklyn.com/,https://resy.com/cities/ny/leland-eating-and-drinking-house
Bati Ethiopian Kitchen,https://www.batikitchen.com/,https://resy.com/cities/ny/bati-ethiopian-kitchen
